"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Timor-Leste","TLS","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","128210141.761689","147713000","187891500","216914400","239040500","262819900","306956900","319972700","325729800","225357600","366924300","477443500","469455500","490439100","440772000","462268000","453792400","542795400","648523600","726937800","881909300","1042534600","1160555000","1395727400","1447535200","1595205100","1652603700","1598208400","1566157200","2027034000","2162619200","3621958000","3204753000","2243142908.46161",
"Middle East & North Africa (IDA & IBRD countries)","TMN","GDP (current US$)","NY.GDP.MKTP.CD","","16704026753.4456","17557120696.7805","19831954715.6961","22069291933.6612","24617799779.6132","26062551137.3702","28365755340.0301","32195841272.6742","36067940559.8656","40240513239.4403","46198167084.3525","55204613518.4962","73351600922.5306","113703556047.504","129606146584.857","160583386064.156","185575300986.77","197625824431.147","248161623014.462","301595206374.433","289458760549.642","324177162508.141","359841677153.761","374704780586.901","404949297954.234","436918472003.497","377069625965.624","359497678931.064","359505608254.445","500008055193.937","254373550217.138","277940621828.782","287670603066.901","304590448179.398","336976502406.652","377439700431.517","396737077681.085","406659451056.215","444857187154.882","470235593839.263","476450622805.496","459606900952.367","505492205617.961","599985781725.056","702009563713.175","822974526165.268","1010437030742.9","1252791257447.26","1213166741475.68","1403549209820.25","1643533882162.47","1770684776788.21","1630478469590.37","1611999713800.06","1446610375148.29","1481309318329.85","1480563802249.52","1405206066869.71","1416000165481.6","1308832802715.09","1517193141067.38","1740947356984.75","1629170225345.52",
"Tonga","TON","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","32506741.7201204","30036416.9619944","34139387.8908849","41567471.6721987","44667002.0120724","53260077.4311091","62242013.3302689","62068161.0711025","60863963.963964","64248354.5414656","60058663.3144773","68195855.6149733","81667133.4546982","106657267.367342","106344854.986095","113563821.577404","132201141.446861","137066290.550071","138489884.393064","195990986.21421","208871665.748682","222100576.345483","214991452.314998","191504892.761394","199208717.501913","204848487.806485","181117230.406546","182764280.828501","202246591.215502","230657627.231323","261803684.241754","292230662.399012","298519024.14082","344436582.075764","312377678.83941","366832215.189578","414533117.692299","470705196.432659","450650633.04135","439877614.419206","437003078.563584","420548712.433288","460374354.847247","488906838.594866","512053692.078675","484796854.918756","469228219.665791","500274898.085221","",
"South Asia (IDA & IBRD)","TSA","GDP (current US$)","NY.GDP.MKTP.CD","47274328378.8385","50467431650.1016","53905757720.7925","60496393963.6015","69320094074.1042","74300329652.476","61634144134.4785","67988908261.0324","71642503355.2913","78860212865.8119","85149253640.7686","90601671637.0635","91337915060.3385","104513553254.313","126550864082.664","135367221096.01","131873606964.231","152699721135.124","173796327156.905","194667468320.376","235543383601.435","250076708191.859","258727224080.538","273881790993.833","272607073140.927","296435460430.059","313955151400.119","348601867655.982","374584211824.009","378016943211.791","406963354249.835","362063214739.186","384521577066.971","380890164437.893","432085555561.06","479585498256.836","524681300053.179","550408821354.512","558117074309.657","597995276003.899","647681666329.099","662513570031.796","695456014025.075","811668772003.7","941600860447.854","1075831387301.19","1220740366279.36","1536036848206.91","1559693610925.06","1702714960275.79","2082357808583.89","2294090940082.05","2327938845782.62","2389895068185.15","2614915526247.9","2733618963171.59","3011037037667.86","3433921312241.12","3534066858502","3658209766221.57","3493120726807.89","4079882760410.17","4327288984027.91","4475567635413.06",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","GDP (current US$)","NY.GDP.MKTP.CD","33100575536.1519","34987537580.4187","37301164846.1289","40216476667.5323","43814559609.556","47307327015.7564","51101227867.5842","52480175559.7127","55828395268.8249","62326882332.9846","70450505277.5344","71808603912.1763","81009348078.586","103271918272.487","131425199632.085","144620557455.557","157998919278.349","171735221254.976","190647815141.546","228080239167.823","290362860824.319","402431915039.562","371908928471.026","334425214800.039","299912178648.045","284844527262.796","265479043488.55","298589909448.851","313116659995.554","317250593015.61","373699392898.216","401833867991.943","363195310898.815","369295608234.082","377661276291.102","480489469166.275","535646189852.022","564679173393.117","565932096595.183","404070839322.177","428346156747.99","409772900328.954","446110426619.537","561821496869.847","697688286597.488","827932293880.679","976583731601.043","1130543907099.93","1281440068651.62","1224037905752.37","1448107365068.66","1627672472377.66","1690475240154.75","1797507885741.07","1874275100667.03","1668662993704.66","1522011045162.78","1625855640496.81","1780908927291.34","1830460925279.6","1716220805506.51","1932765211586.67","2061102939319.23","2032749202553.06",
"Trinidad and Tobago","TTO","GDP (current US$)","NY.GDP.MKTP.CD","535670127.748935","584961208.656595","619319197.340022","678235373.038558","711893367.55527","736568861.926151","723735635.536371","761981474.023359","758899950","779200000","821850000","896754316.674262","1083381044.08473","1308799458.96284","2042031901.42217","2442667573.04821","2500410583.79177","3138666666.66667","3562333458.33333","4602416625","6235833333.33333","6992083333.33333","8140416666.66667","7763750000","7757083333.33333","7375918367.34694","4794444444.44444","4797777777.77778","4496852073.46896","4323058823.52941","5068000000","5307905882.35294","5439552941.17647","4669488516.37981","4947205860.01451","5329214163.22001","5759537726.26601","5737751331.63779","6043694330.21609","6808982520.75759","8154338232.95978","8824873259.32105","9008273720.93395","11305459802.0683","13280275123.0354","15982282462.3786","18369361094.3886","21641620049.9352","27871587349.5413","19172165225.5015","22157948396.2042","25433011405.3017","27334581560.2837","28709988700.2142","29699968760.7278","27026080986.578","23713671528.1421","24040299977.8745","24569079488.3913","23775754304.6652","20807571314.3043","24496505940.6673","30053575132.142","28139944790.2911",
"Tunisia","TUN","GDP (current US$)","NY.GDP.MKTP.CD","","866155428.571429","880027733.333333","1026737600","1025866792.15686","991047619.047619","1040952380.95238","1085714285.71429","1214666666.66667","1289904761.90476","1439238095.2381","1685162272.40652","2237556148.51085","2730813385.32624","3545868575.14639","4328965587.53266","4508191942.16081","5109324009.32401","5968460080.1113","7188863903.63675","8744134354.16152","8428445294.08429","8133580051.70251","8350582747.83541","8254541194.82566","8410226052.6114","9017806654.4169","9696715910.70907","10096245762.4352","10101851744.5627","12290568181.8182","13074782608.6957","15496708060.4184","14608335608.1543","15633174304.0905","18030876599.3444","19587161806.7655","20746210353.845","21802893587.126","22943202174.9668","21473528160.7782","22065832448.8623","23141616604.5242","27453902261.4629","31183885241.4396","32272186694.8043","34376664600.5898","38915353866.757","44859439902.2191","43455740497.3061","46206091937.9628","48123325825.0739","47311401812.6733","48685446413.953","50271812920.612","45779494041.9295","44360072680.4476","42163530590.9462","42686580020.8322","41905540184.424","42491816475.7118","46812290143.344","44579761022.8993","48529595416.6533",
"Turkiye","TUR","GDP (current US$)","NY.GDP.MKTP.CD","7566666666.66667","7988888888.88889","8922222222.22222","10355555555.5556","11177777777.7778","11966666666.6667","14100000000","15644444444.4444","17500000000","19466666666.6667","17863636363.6364","16166666666.6667","20650000000","26000000000","35414285714.2857","46042857142.8571","51450000000","58683333333.3333","65912500000","89616129032.2581","68823684210.5263","71180180180.1802","64369325153.3742","61803555555.5556","59937602179.8365","67232758620.6897","75673037037.037","87190081680.28","90875175808.7201","107127191328.935","150655500191.644","151034731543.624","159104772991.851","180415757851.616","130650447499.071","169319579016.25","181464408820.097","189878399894.643","275941990764.18","256395932738.435","274294623164.043","201753123806.695","240249071871.106","314595572145.767","408865430220.331","506314717661.655","557076157773.479","681321124295.914","770449132861.373","649289324627.732","776967266305.53","838785289694.35","880555885492.269","957799120008.32","938934609296.966","864313810469.009","869682881593.041","858988492853.742","778972199727.859","761005946788.221","720338498174.744","819865253669.661","907118435952.688","1108022373259.51",
"Tuvalu","TUV","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","2585955.87411804","2716989.58449994","2968457.94392523","3411915.43882127","4122328.66617539","4014748.0540762","3919072.22992563","3669419.59164946","3798781.86329799","4065659.43428377","4206128.13370474","4773017.53163822","4118945.16164625","4152550.30416472","4481977.90255389","3862851.88310194","4574706.2115277","5020513.49920593","7011059.37136204","8454523.24729257","9542900.90136505","10127313.9132358","10535028.1423687","10414399.9564792","11772610.6579341","11922614.1984666","13338597.3300737","13734210.096632","13795146.2092638","14800503.2582747","15073975.5349377","13964732.327114","16842672.5952874","19456338.0318228","22798274.9795551","22909979.8163078","24096875.4635825","28450168.692765","31874434.857882","28076983.9703819","32105408.4771121","39196957.4908996","39345579.4723758","38615890.6320745","38760982.6540096","36811936.0824587","41629064.2232388","45276595.3533146","48015259.8751356","54123198.5662913","51746594.3148543","60196405.7138393","59065982.0873657","62280311.5852172",
"Tanzania","TZA","GDP (current US$)","NY.GDP.MKTP.CD","2651729807.37427","2826179031.25387","3101589992.64115","3456579293.40607","3748840925.1052","3817226546.2053","4377998825.13138","4565132047.47307","4895251824.04997","5142066811.49029","2851419386.0534","3050673517.28484","3472787266.042","4144104535.44374","4977337978.40977","5729917839.51014","6472511987.88216","7732598995.08445","9261675709.83766","9804637490.87207","11409228086.7572","13161540377.6011","13927383239.7794","14049883808.986","12906635133.1525","15328295175.4106","10840864521.2455","7824193222.11549","7406614407.45885","6418799006.80105","6184384225.02594","7197768158.58347","6681997469.31292","6182872707.82523","6550480483.9385","7631431840.49992","9433528150.36609","11158197941.9152","12172790056.3733","12704334195.8151","13371767081.7428","13563990022.3641","14129651895.6911","15211487708.7684","16673062473.3981","18395383647.4975","18619859795.2852","21860434823.4808","27947821397.9272","29400573553.6075","32012892919.37","34657140096.4836","39650394362.9287","45648857242.315","49986726460.6805","47413919817.124","49774409374.4538","53274884532.7886","57003712892.0858","61026731925.9213","66068737786.0639","70655628147.8986","75769974505.0106","79158286333.524",
"Uganda","UGA","GDP (current US$)","NY.GDP.MKTP.CD","423008385.744235","441524109.014675","449012578.616352","516147798.742138","589056603.773585","884502309.953801","925381492.370153","967240655.186896","1037379252.41495","1168556628.86742","1259554808.90382","1417191656.16688","1490970180.59639","1701829789.02127","2098944967.20844","2359555555.55556","2447300000","2936470588.23529","2420260869.56522","2139025000","1244610000","1337300000","2177500000","2240333333.33333","3615647477.05434","3519695443.52516","3923244049.95796","6269522042.11556","6508931651.66667","5276480799.33868","4304399310.30967","3321729159.62277","2857457761.90922","3220439044.18949","3990430446.71216","5755818842.49246","6044585326.938","6269333313.17108","6584815846.52754","5998563257.94659","6193246837.09687","5840503868.51573","6178563591.12051","6606884275.23087","7939487547.77384","9239221763.05793","9977647682.96954","11902564494.8833","14440404132.2047","25127805566.6584","26673441430.7857","27871725241.4723","27305915910.7877","28915786516.6123","32612397257.4458","32387183730.1002","29203988696.2626","30744473841.424","32927025619.6795","35348155095.4215","37600368239.8824","40529788744.0595","45565333216.4142","49272882213.623",
